iter	Logloss
522	0.02601400595
523	0.02592812322
524	0.02586174499
525	0.02579219758
526	0.02571597444
527	0.02563443113
528	0.02558017373
529	0.02550407553
530	0.02544616377
531	0.02536568033
532	0.02528015574
533	0.02518705174
534	0.02513759395
535	0.02508257652
536	0.0250136288
537	0.02494677582
538	0.02489022585
539	0.02481897098
540	0.02472257076
541	0.0246224558
542	0.02454488544
543	0.02449015328
544	0.02441146892
545	0.02434926354
546	0.02428154018
547	0.02421853938
548	0.02413586541
549	0.0241015956
550	0.02404182022
551	0.0239823072
552	0.02389004651
553	0.02379432095
554	0.02374601672
555	0.02369286292
556	0.02362791521
557	0.02356138707
558	0.02351993347
559	0.02344818719
560	0.02341643484
561	0.023356901
562	0.02326274129
563	0.02319681908
564	0.02313190052
565	0.02306430209
566	0.0230117459
567	0.02294591323
568	0.02287912689
569	0.02283867069
570	0.02278677874
571	0.0227390867
572	0.02267378084
573	0.02261904036
574	0.02253376773
575	0.02246542594
576	0.02240147563
577	0.02235069352
578	0.02231227794
579	0.02223208394
580	0.02217050532
581	0.02210319008
582	0.02204883065
583	0.02198779967
584	0.0219294194
585	0.02184720977
586	0.0217613312
587	0.02172556009
588	0.02167656872
589	0.02159672453
590	0.02154501999
591	0.02149377145
592	0.02144118402
593	0.02140618751
594	0.02135454126
595	0.02131220271
596	0.02127208176
597	0.0212202502
598	0.02118520996
599	0.02113554602
600	0.02106008082
601	0.02100899679
602	0.02094859256
603	0.02089338566
604	0.02084549788
605	0.02079108224
606	0.0207582596
607	0.02071425316
608	0.02067594586
609	0.02065001966
610	0.02057906256
611	0.02053133095
612	0.02047390228
613	0.02042052151
614	0.02040298681
615	0.02035685855
616	0.02030758816
617	0.02024644682
618	0.02021998757
619	0.02019324512
620	0.02014048903
621	0.02006872609
622	0.02001326099
623	0.01998422181
624	0.01993643399
625	0.01988274921
626	0.01982393375
627	0.01978669257
628	0.01975312865
629	0.01971048401
630	0.01968232355
631	0.01962325405
632	0.01959451889
633	0.01954918813
634	0.01950561897
635	0.01946215183
636	0.01941412455
637	0.01937630241
638	0.01932156401
639	0.019267848
640	0.01922298575
641	0.01917990591
642	0.01914338519
643	0.01909471241
644	0.01904879862
645	0.01900871307
646	0.0189448752
647	0.01890672823
648	0.01886392325
649	0.01880383345
650	0.01875993737
651	0.01872532816
652	0.01868415983
653	0.0186390373
654	0.01859852281
655	0.01855547212
656	0.01851842667
657	0.01846412554
658	0.01842275524
659	0.01838347552
660	0.01834391887
661	0.01830869955
662	0.01826520535
663	0.01822330615
664	0.01817621797
665	0.01812672686
666	0.01810149822
667	0.01804464633
668	0.01800553527
669	0.01796816499
670	0.01792307786
671	0.01787362631
672	0.01781358232
673	0.0177716977
674	0.01773654085
675	0.0176927468
676	0.01764972735
677	0.01760036534
678	0.01756769887
679	0.01753392881
680	0.0174788989
681	0.01745296021
682	0.01740133062
683	0.01736111181
684	0.0173114916
685	0.01727931967
686	0.0172328749
687	0.01719404599
688	0.01713092651
689	0.01709331884
690	0.01705489598
691	0.01701987656
692	0.01698787538
693	0.01694881846
694	0.01690939715
695	0.01686648702
696	0.01682769247
697	0.0167908896
698	0.01676188999
699	0.01675715077
700	0.016720806
701	0.01668667675
702	0.0166556636
703	0.01659756756
704	0.01655892918
705	0.01651676137
706	0.01647823231
707	0.01642613005
708	0.01640364166
709	0.01635744052
710	0.01630177343
711	0.01624202408
712	0.01620544193
713	0.01615392374
714	0.01610658673
715	0.01607145695
716	0.01604484986
717	0.01602188151
718	0.01600185747
719	0.01597462362
720	0.01593005705
721	0.01588983824
722	0.01585586828
723	0.01582192331
724	0.01578505693
725	0.01575212602
726	0.01571400612
727	0.01568558746
728	0.01564136238
729	0.01560807853
730	0.01557776398
731	0.01555562645
732	0.01552199694
733	0.01549535237
734	0.01545582486
735	0.01544059627
736	0.01541097406
737	0.01537154963
738	0.01533781289
739	0.01530192725
740	0.01526389064
741	0.0152272075
742	0.0151843057
743	0.01514673448
744	0.0151156651
745	0.01508231982
746	0.01505654043
747	0.01502987191
748	0.01498763539
749	0.01495110217
750	0.01490278337
751	0.01486078006
752	0.0148210943
753	0.01478052567
754	0.01476170934
755	0.01473087214
756	0.01470164141
757	0.01466506446
758	0.01463587953
759	0.0146047935
760	0.01457846751
761	0.01455513373
762	0.01451460882
763	0.01448193195
764	0.01444569441
765	0.01440604822
766	0.01437294448
767	0.01434138786
768	0.01431183229
769	0.01428408516
770	0.01425807359
771	0.01422972052
772	0.01420129978
773	0.01417722784
774	0.01415039794
775	0.01412322135
776	0.01408155745
777	0.01405071192
778	0.01401791219
779	0.01399374134
780	0.01397032114
781	0.01392358174
782	0.0138871266
783	0.01385749295
784	0.0138217437
785	0.01378942081
786	0.01376452221
787	0.01373808066
788	0.01371717478
789	0.01368698517
790	0.01366140879
791	0.01363008746
792	0.01360321697
793	0.01357783736
794	0.0135540028
795	0.01352731554
796	0.01351223895
797	0.01348114042
798	0.0134584917
799	0.01342613862
800	0.01339697243
801	0.01337570737
802	0.01334209035
803	0.01329886268
804	0.01326886254
805	0.0132463929
806	0.01321491957
807	0.0131904926
808	0.01315052261
809	0.01312462349
810	0.01309387166
811	0.01306893349
812	0.01304008381
813	0.01302576516
814	0.01299239281
815	0.01297381803
816	0.01292728685
817	0.01289894732
818	0.01287691078
819	0.01285275867
820	0.01281907398
821	0.01278927062
822	0.01276502897
823	0.01274386178
824	0.01270873617
825	0.01268091408
826	0.01264768332
827	0.0126252928
828	0.01260583202
829	0.01258281786
830	0.01255855643
831	0.01252488632
832	0.01249675501
833	0.01246554821
834	0.01243737734
835	0.01241387697
836	0.01238145622
837	0.01234964972
838	0.01232882298
839	0.0122852788
840	0.01225337861
841	0.01221841333
842	0.01219532317
843	0.01217391443
844	0.01214771858
845	0.01213140409
846	0.01211290323
847	0.01208593174
848	0.01205989623
849	0.01202037393
850	0.01199590948
851	0.01197301609
852	0.01195205296
853	0.01193075146
854	0.01190818707
855	0.01189440565
856	0.01187751229
857	0.01185066157
858	0.01182650737
859	0.01179398042
860	0.01176233322
861	0.01173051111
862	0.01171272238
863	0.01169046617
864	0.01166810584
865	0.01164931554
866	0.01162436385
867	0.01159496548
868	0.01157966609
869	0.01155702362
870	0.01151959815
871	0.01149845387
872	0.01146232461
873	0.01143383411
874	0.01140451904
875	0.01137759961
876	0.01135681243
877	0.01133881235
878	0.01131209697
879	0.0112926643
880	0.01126884535
881	0.01124578018
882	0.01122112
883	0.01119607251
884	0.0111754415
885	0.01116308746
886	0.01113642623
887	0.01110251041
888	0.01108008033
889	0.01105776477
890	0.01103213634
891	0.01101106701
892	0.01098867441
893	0.0109677904
894	0.01094776637
895	0.01092294689
896	0.01089661257
897	0.01087784518
898	0.01086146718
899	0.01083625208
900	0.01082112031
901	0.01080276833
902	0.01078512223
903	0.01077011331
904	0.01074421002
905	0.01071839627
906	0.01069942898
907	0.01068364547
908	0.01065707169
909	0.01064396179
910	0.01062888
911	0.01060686845
912	0.01058885067
913	0.01056869337
914	0.01055486405
915	0.01053423929
916	0.01051329177
917	0.01050138125
918	0.0104804327
919	0.01047365807
920	0.01045310202
921	0.01043658763
922	0.01042534448
923	0.01041336525
924	0.0103833547
925	0.01036598451
926	0.01035269762
927	0.01033321705
928	0.01031457355
929	0.01028668171
930	0.01026730838
931	0.01024491473
932	0.01023724265
933	0.01021470429
934	0.01019849183
935	0.01016781705
936	0.01015355566
937	0.01013255297
938	0.0101064123
939	0.01007189054
940	0.01005229233
941	0.01002560611
942	0.01000567578
943	0.009990865717
944	0.009975226918
945	0.00995581819
946	0.009939529727
947	0.009919652491
948	0.009896310379
949	0.009883319171
950	0.009853126429
951	0.009842957722
952	0.009823835305
953	0.00980439222
954	0.009785203171
955	0.009769355105
956	0.009752790742
957	0.009736482497
958	0.00972129763
959	0.009704251225
960	0.009677128772
961	0.009657092244
962	0.009639249375
963	0.009616332043
964	0.009590310064
965	0.009569618666
966	0.009547834082
967	0.009528256692
968	0.009509475765
969	0.009491348668
970	0.009472476122
971	0.009456606192
972	0.009429448341
973	0.009412629943
974	0.009387872936
975	0.009371237776
976	0.009353871744
977	0.009337055428
978	0.009316218272
979	0.009296464931
980	0.00927345702
981	0.009260413756
982	0.009242620861
983	0.009231750432
984	0.009219236061
985	0.009202039733
986	0.009185823108
987	0.009166834996
988	0.009146203984
989	0.00913179684
990	0.009118755658
991	0.009109399031
992	0.009085890338
993	0.009072073515
994	0.00905184646
995	0.009042320129
996	0.009024779187
997	0.009009811916
998	0.008988801933
999	0.008972797697
